YEAR,MONTH,NAME,Disaster Susceptibility Index
2025,1,0.0625,0.7585016557267519
2025,1,0.125,0.7425761229050273
2025,1,0.1875,0.7641403338746031
2025,1,0.25,0.7335393761418165
2025,1,0.3125,0.8314883531440584
2025,1,0.375,0.796826768736249
2025,1,0.4375,0.7465152230307733
2025,1,0.5,0.7610046371061572
2025,1,0.5625,0.8323940506577269
2025,1,0.625,0.833899784253029
2025,1,0.6875,0.8370358282789807
2025,1,0.75,0.8342917254021689
2025,1,0.8125,0.7310684690081669
2025,1,0.875,0.7494933339947527
2025,1,0.9375,0.7608112775166171
2025,1,1.0,0.8301545538752202
2025,2,0.0625,0.5886406295116866
2025,2,0.125,0.5885491487809906
2025,2,0.1875,0.6143986523650065
2025,2,0.25,0.5775120839351049
2025,2,0.3125,0.6977319050117948
2025,2,0.375,0.6553919402914264
2025,2,0.4375,0.5795691433054546
2025,2,0.5,0.5925614173414384
2025,2,0.5625,0.7008172237238455
2025,2,0.625,0.7100182983805207
2025,2,0.6875,0.6855973693844337
2025,2,0.75,0.7078889202896252
2025,2,0.8125,0.5787427798058089
2025,2,0.875,0.5739538755984644
2025,2,0.9375,0.5923749707212786
2025,2,1.0,0.7008779726936578
2025,3,0.0625,0.5870793661379641
2025,3,0.125,0.569850884650559
2025,3,0.1875,0.587565271483008
2025,3,0.25,0.5822347111176536
2025,3,0.3125,0.655178046456122
2025,3,0.375,0.6318628415963832
2025,3,0.4375,0.5789264918584532
2025,3,0.5,0.5878675824682831
2025,3,0.5625,0.6614117107902762
2025,3,0.625,0.6454662210985637
2025,3,0.6875,0.6450832504982855
2025,3,0.75,0.6444854476072468
2025,3,0.8125,0.5505324803558154
2025,3,0.875,0.5773936565616619
2025,3,0.9375,0.5876603788922932
2025,3,1.0,0.6591833249367609
2025,4,0.0625,0.5602892318914667
2025,4,0.125,0.5064916716065465
2025,4,0.1875,0.5628745846581792
2025,4,0.25,0.5121059507428016
2025,4,0.3125,0.6362400241558246
2025,4,0.375,0.5921254331448041
2025,4,0.4375,0.5580517425083886
2025,4,0.5,0.560925828870567
2025,4,0.5625,0.6267981707820273
2025,4,0.625,0.6091062728069354
2025,4,0.6875,0.5996445636123858
2025,4,0.75,0.6444586249891724
2025,4,0.8125,0.4990896235227277
2025,4,0.875,0.5521960940815334
2025,4,0.9375,0.560718625294577
2025,4,1.0,0.6270852951699042
2025,5,0.0625,0.5438123388768725
2025,5,0.125,0.5447944370275696
2025,5,0.1875,0.4469609732609603
2025,5,0.25,0.5516550746636673
2025,5,0.3125,0.4711180757172962
2025,5,0.375,0.5547301452408729
2025,5,0.4375,0.5977894151176134
2025,5,0.5,0.5455449399890406
2025,5,0.5625,0.4767324516196624
2025,5,0.625,0.45465893779533906
2025,5,0.6875,0.47476617836225776
2025,5,0.75,0.47148798600459085
2025,5,0.8125,0.5656569688548624
2025,5,0.875,0.5986353354849953
2025,5,0.9375,0.5452212447656923
2025,5,1.0,0.5580372150840774
2025,6,0.0625,0.4354684198962172
2025,6,0.125,0.39672176674666926
2025,6,0.1875,0.4325927629825959
2025,6,0.25,0.41347943187536873
2025,6,0.3125,0.3885132091127612
2025,6,0.375,0.43363307230637427
2025,6,0.4375,0.44614093551871525
2025,6,0.5,0.43696214704274017
2025,6,0.5625,0.4045354118583239
2025,6,0.625,0.39085380238834616
2025,6,0.6875,0.42386160307123216
2025,6,0.75,0.38603508313372786
2025,6,0.8125,0.404481187686302
2025,6,0.875,0.44574321538712075
2025,6,0.9375,0.43663845181939187
2025,6,1.0,0.4796783833101465
2025,7,0.0625,0.48339943104323396
2025,7,0.125,0.42084277937432935
2025,7,0.1875,0.4995364826331451
2025,7,0.25,0.4106944405694258
2025,7,0.3125,0.5328555103228456
2025,7,0.375,0.4712306683318732
2025,7,0.4375,0.46807611741842525
2025,7,0.5,0.472661743413162
2025,7,0.5625,0.5337355725316792
2025,7,0.625,0.5420197464109232
2025,7,0.6875,0.5357181849716944
2025,7,0.75,0.5470273438550872
2025,7,0.8125,0.416096436112899
2025,7,0.875,0.46122172852712534
2025,7,0.9375,0.47254458083683637
2025,7,1.0,0.534631145291302
2025,8,0.0625,0.4315323920601713
2025,8,0.125,0.4258179403224897
2025,8,0.1875,0.41017222364457673
2025,8,0.25,0.4307825787733042
2025,8,0.3125,0.4789907213788141
2025,8,0.375,0.4767570686866406
2025,8,0.4375,0.4355208089535274
2025,8,0.5,0.4249236071893653
2025,8,0.5625,0.49474841558039734
2025,8,0.625,0.4733843442547806
2025,8,0.6875,0.4793516725275023
2025,8,0.75,0.4763528673333288
2025,8,0.8125,0.4166688695906593
2025,8,0.875,0.42087590343887316
2025,8,0.9375,0.42465530794790907
2025,8,1.0,0.5016553470305384
2025,9,0.0625,0.42731952886119456
2025,9,0.125,0.4296567720116389
2025,9,0.1875,0.4250109141847875
2025,9,0.25,0.4288422299043983
2025,9,0.3125,0.49668401999453704
2025,9,0.375,0.48020147735066093
2025,9,0.4375,0.42869362355200974
2025,9,0.5,0.42207367066934093
2025,9,0.5625,0.496978051484251
2025,9,0.625,0.4964428561097098
2025,9,0.6875,0.4815297706670473
2025,9,0.75,0.5176198715912016
2025,9,0.8125,0.4181663194279457
2025,9,0.875,0.4164739725345686
2025,9,0.9375,0.4217513063484968
2025,9,1.0,0.4958032191001128
2025,10,0.0625,0.4653577013854254
2025,10,0.125,0.4632990952719052
2025,10,0.1875,0.44354402430501927
2025,10,0.25,0.44675646730582474
2025,10,0.3125,0.5461049809110701
2025,10,0.375,0.5119262748100888
2025,10,0.4375,0.4711545056333024
2025,10,0.5,0.46697941911176116
2025,10,0.5625,0.5511240516368842
2025,10,0.625,0.535838683130178
2025,10,0.6875,0.5120223050305642
2025,10,0.75,0.5423662115918284
2025,10,0.8125,0.4677286948943604
2025,10,0.875,0.4665505704999887
2025,10,0.9375,0.46687253004459156
2025,10,1.0,0.5431210043242038
2025,11,0.0625,0.7127308677062361
2025,11,0.125,0.6390656965140977
2025,11,0.1875,0.6617658523361201
2025,11,0.25,0.6449092206568606
2025,11,0.3125,0.7211488402839783
2025,11,0.375,0.6867359242898662
2025,11,0.4375,0.7210300738453648
2025,11,0.5,0.7095172659686181
2025,11,0.5625,0.7134308428438647
2025,11,0.625,0.7036358594465704
2025,11,0.6875,0.6825806636750881
2025,11,0.75,0.7129913163930536
2025,11,0.8125,0.6060205959792768
2025,11,0.875,0.7074015516900282
2025,11,0.9375,0.7095131247175896
2025,11,1.0,0.6674606872529056
2025,12,0.0625,0.6728400857041494
2025,12,0.125,0.6359238838051415
2025,12,0.1875,0.6437016723573886
2025,12,0.25,0.6425366887120907
2025,12,0.3125,0.6704993559083325
2025,12,0.375,0.6815836087271343
2025,12,0.4375,0.683633085410597
2025,12,0.5,0.6732504651926061
2025,12,0.5625,0.6824671181373883
2025,12,0.625,0.6882757703012738
2025,12,0.6875,0.685096494643748
2025,12,0.75,0.6746021229677981
2025,12,0.8125,0.6316244145135474
2025,12,0.875,0.6711369003665317
2025,12,0.9375,0.6728200265526967
2025,12,1.0,0.6858744496581779
2026,1,0.0625,0.6188583899175832
2026,1,0.125,0.5754296327644316
2026,1,0.1875,0.583743931303966
2026,1,0.25,0.5794809814644171
2026,1,0.3125,0.6085380028474199
2026,1,0.375,0.6189128911953262
2026,1,0.4375,0.6239545183750344
2026,1,0.5,0.62098813123587
2026,1,0.5625,0.6256989673839898
2026,1,0.625,0.6443575769736698
2026,1,0.6875,0.6310714558993382
2026,1,0.75,0.623596075613964
2026,1,0.8125,0.5709651682219673
2026,1,0.875,0.6178652309707132
2026,1,0.9375,0.6204513723547092
2026,1,1.0,0.6331723884048812
2026,2,0.0625,0.4916188120720179
2026,2,0.125,0.4688231637558006
2026,2,0.1875,0.45151092210779004
2026,2,0.25,0.4693829530134521
2026,2,0.3125,0.5077541002515437
2026,2,0.375,0.4893254258139139
2026,2,0.4375,0.49664452438445705
2026,2,0.5,0.4923255212555733
2026,2,0.5625,0.51730338821426
2026,2,0.625,0.5185477242611637
2026,2,0.6875,0.4951564214318446
2026,2,0.75,0.5153115973951389
2026,2,0.8125,0.4486166213117666
2026,2,0.875,0.48809899546244506
2026,2,0.9375,0.49156186302786903
2026,2,1.0,0.5102772278078789
2026,3,0.0625,0.4390288442568492
2026,3,0.125,0.4120611653975853
2026,3,0.1875,0.4034157152316827
2026,3,0.25,0.41456055082561394
2026,3,0.3125,0.4886924132316377
2026,3,0.375,0.4453516083991297
2026,3,0.4375,0.4429726655560419
2026,3,0.5,0.4400031430646235
2026,3,0.5625,0.4985459854483426
2026,3,0.625,0.4957753666516686
2026,3,0.6875,0.453687956670884
2026,3,0.75,0.4906247025481543
2026,3,0.8125,0.3847391826108603
2026,3,0.875,0.43747711344382073
2026,3,0.9375,0.43999915174869275
2026,3,1.0,0.45797059704376764
2026,4,0.0625,0.4871227234739031
2026,4,0.125,0.46224273087537804
2026,4,0.1875,0.46663561202569914
2026,4,0.25,0.46275673422611224
2026,4,0.3125,0.49723309865678994
2026,4,0.375,0.5002574285771562
2026,4,0.4375,0.49105103968372144
2026,4,0.5,0.49190508611006334
2026,4,0.5625,0.5143990843257327
2026,4,0.625,0.5153395304633152
2026,4,0.6875,0.5014435669351813
2026,4,0.75,0.5013627495004739
2026,4,0.8125,0.43335504020031235
2026,4,0.875,0.4873267335703354
2026,4,0.9375,0.49174896522056427
2026,4,1.0,0.500238123217419
2026,5,0.0625,0.4563188400239394
2026,5,0.125,0.38194597238308625
2026,5,0.1875,0.3891490152297371
2026,5,0.25,0.39199581323590216
2026,5,0.3125,0.4133680877297229
2026,5,0.375,0.42718213784101816
2026,5,0.4375,0.4303817789995118
2026,5,0.5,0.43139586171337807
2026,5,0.5625,0.4189285318554042
2026,5,0.625,0.4197757968907583
2026,5,0.6875,0.4358319063994678
2026,5,0.75,0.413305676786878
2026,5,0.8125,0.36922084720114856
2026,5,0.875,0.4289903722295458
2026,5,0.9375,0.4311154738802322
2026,5,1.0,0.4312888269055217
2026,6,0.0625,0.3783070399487675
2026,6,0.125,0.2930791613040641
2026,6,0.1875,0.3304317747761169
2026,6,0.25,0.31857711427275615
2026,6,0.3125,0.34232732838085805
2026,6,0.375,0.3707909118483376
2026,6,0.4375,0.3735602075943715
2026,6,0.5,0.3703036907354508
2026,6,0.5625,0.3575188913829783
2026,6,0.625,0.3646562156369149
2026,6,0.6875,0.3786075701248477
2026,6,0.75,0.3520902339469227
2026,6,0.8125,0.30547414453291233
2026,6,0.875,0.3716369873085954
2026,6,0.9375,0.36988996447236466
2026,6,1.0,0.3736808193208408
2026,7,0.0625,0.5534846173807468
2026,7,0.125,0.5232815046869157
2026,7,0.1875,0.5165801607894687
2026,7,0.25,0.518280012738888
2026,7,0.3125,0.5644908714743126
2026,7,0.375,0.549084757854324
2026,7,0.4375,0.5693447896014971
2026,7,0.5,0.5584586620019883
2026,7,0.5625,0.5633365857244775
2026,7,0.625,0.5730661173476268
2026,7,0.6875,0.552768461703648
2026,7,0.75,0.5647025364805023
2026,7,0.8125,0.520817475996658
2026,7,0.875,0.5547579823990426
2026,7,0.9375,0.5582901337194662
2026,7,1.0,0.5728474660280413
2026,8,0.0625,0.5626293492568439
2026,8,0.125,0.5356037752747228
2026,8,0.1875,0.5441374141436417
2026,8,0.25,0.5367908822685166
2026,8,0.3125,0.573801770825916
2026,8,0.375,0.5640196799843041
2026,8,0.4375,0.5709603389083548
2026,8,0.5,0.5600802202256348
2026,8,0.5625,0.5999127463595126
2026,8,0.625,0.6060670387164693
2026,8,0.6875,0.587273584660832
2026,8,0.75,0.6009725169497417
2026,8,0.8125,0.5427783490976363
2026,8,0.875,0.5575955031687108
2026,8,0.9375,0.559976131003832
2026,8,1.0,0.60611109765427
2026,9,0.0625,0.571399680870849
2026,9,0.125,0.5497739236489992
2026,9,0.1875,0.5580216660035227
2026,9,0.25,0.5527748814600901
2026,9,0.3125,0.6187090785135879
2026,9,0.375,0.5766661880049142
2026,9,0.4375,0.6057034809410058
2026,9,0.5,0.5753694343867706
2026,9,0.5625,0.6200728677094096
2026,9,0.625,0.6169338511644453
2026,9,0.6875,0.6153229559878365
2026,9,0.75,0.6253117141839982
2026,9,0.8125,0.537661855612267
2026,9,0.875,0.5718372194417365
2026,9,0.9375,0.5751576942400318
2026,9,1.0,0.6108602196886481
2026,10,0.0625,0.6464668121027617
2026,10,0.125,0.6416714361264121
2026,10,0.1875,0.6502848296215293
2026,10,0.25,0.6400507591085864
2026,10,0.3125,0.7207588765992863
2026,10,0.375,0.6616259936437325
2026,10,0.4375,0.7022711656751234
2026,10,0.5,0.6497287523439608
2026,10,0.5625,0.7212761293388865
2026,10,0.625,0.7267550124415666
2026,10,0.6875,0.7004364829842078
2026,10,0.75,0.7272734141551306
2026,10,0.8125,0.6301995707010349
2026,10,0.875,0.6491962345576574
2026,10,0.9375,0.6495215487679709
2026,10,1.0,0.712441798997002
2026,11,0.0625,0.7090729148828527
2026,11,0.125,0.6438708668169537
2026,11,0.1875,0.6598048986475662
2026,11,0.25,0.6490472997686613
2026,11,0.3125,0.6972580295795988
2026,11,0.375,0.6691854209188686
2026,11,0.4375,0.7118903130516021
2026,11,0.5,0.672426647773523
2026,11,0.5625,0.6943245185424725
2026,11,0.625,0.6962266429979213
2026,11,0.6875,0.7105448763135859
2026,11,0.75,0.7020748571040794
2026,11,0.8125,0.6364150656357472
2026,11,0.875,0.6703693638875035
2026,11,0.9375,0.672318225703314
2026,11,1.0,0.7080094072253289
2026,12,0.0625,0.6454720865301056
2026,12,0.125,0.5869412287343077
2026,12,0.1875,0.5815187835885476
2026,12,0.25,0.5886322862588712
2026,12,0.3125,0.6417696783389505
2026,12,0.375,0.6056799060643939
2026,12,0.4375,0.6502984141052449
2026,12,0.5,0.5959686582120184
2026,12,0.5625,0.6508072164500895
2026,12,0.625,0.6482455325184237
2026,12,0.6875,0.6447291742990835
2026,12,0.75,0.6467550043306709
2026,12,0.8125,0.5612231046517987
2026,12,0.875,0.5968828161471824
2026,12,0.9375,0.5957036011436185
2026,12,1.0,0.6528807064388635
2027,1,0.0625,0.6007493562654733
2027,1,0.125,0.5598202111269369
2027,1,0.1875,0.5528538476427868
2027,1,0.25,0.568631572600671
2027,1,0.3125,0.6053888337421021
2027,1,0.375,0.5700276956558596
2027,1,0.4375,0.6158848163639307
2027,1,0.5,0.5661232977469877
2027,1,0.5625,0.6167103321452208
2027,1,0.625,0.6168064719856299
2027,1,0.6875,0.6048059833373669
2027,1,0.75,0.6076573119991006
2027,1,0.8125,0.5380943444344191
2027,1,0.875,0.5638577310361461
2027,1,0.9375,0.566020116364156
2027,1,1.0,0.6194678075622537
2027,2,0.0625,0.48920750855478007
2027,2,0.125,0.4555514919246803
2027,2,0.1875,0.45798021205905626
2027,2,0.25,0.4639685198843392
2027,2,0.3125,0.49644219652239785
2027,2,0.375,0.4583761668316839
2027,2,0.4375,0.49912470160950895
2027,2,0.5,0.45977769772687016
2027,2,0.5625,0.5059819897346809
2027,2,0.625,0.5075891388197719
2027,2,0.6875,0.49497297674165197
2027,2,0.75,0.49613114867903985
2027,2,0.8125,0.44070005628052544
2027,2,0.875,0.45560739856423926
2027,2,0.9375,0.4595185937860467
2027,2,1.0,0.5130810500742976
2027,3,0.0625,0.47589999850291453
2027,3,0.125,0.45928540604986406
2027,3,0.1875,0.4391819727272008
2027,3,0.25,0.4605521349909728
2027,3,0.3125,0.4957940729113846
2027,3,0.375,0.44322878141593897
2027,3,0.4375,0.4940251331838387
2027,3,0.5,0.44008287975489924
2027,3,0.5625,0.501921693885797
2027,3,0.625,0.502449250946063
2027,3,0.6875,0.4899468668285673
2027,3,0.75,0.4954842743118224
2027,3,0.8125,0.44433355354550014
2027,3,0.875,0.4379559598639835
2027,3,0.9375,0.4398756761789092
2027,3,1.0,0.5045723004335073
2027,4,0.0625,0.4114942643781633
2027,4,0.125,0.3594464805375901
2027,4,0.1875,0.3772700070452017
2027,4,0.25,0.36315921489349223
2027,4,0.3125,0.40272838584015247
2027,4,0.375,0.37597550352065484
2027,4,0.4375,0.42381150977966897
2027,4,0.5,0.3798432025503696
2027,4,0.5625,0.41284458323685497
2027,4,0.625,0.4128094847820089
2027,4,0.6875,0.4280060801978543
2027,4,0.75,0.4033146174166031
2027,4,0.8125,0.3923531678363561
2027,4,0.875,0.3953708060918619
2027,4,0.9375,0.37958960279452086
2027,4,1.0,0.4164074126467125
2027,5,0.0625,0.37466451897863523
2027,5,0.125,0.2956319463818811
2027,5,0.1875,0.3309692115102755
2027,5,0.25,0.2978653482631997
2027,5,0.3125,0.34191122965599685
2027,5,0.375,0.35131534025888367
2027,5,0.4375,0.377298735089948
2027,5,0.5,0.3505156827355559
2027,5,0.5625,0.35257323370684523
2027,5,0.625,0.3528839770349586
2027,5,0.6875,0.38010819314409106
2027,5,0.75,0.34638753691930696
2027,5,0.8125,0.35022071964617457
2027,5,0.875,0.36166365894085495
2027,5,0.9375,0.35030624101631047
2027,5,1.0,0.3525144970329362
2027,6,0.0625,0.33430273024798507
2027,6,0.125,0.27912364205991436
2027,6,0.1875,0.2792173123582933
2027,6,0.25,0.2803542146265891
2027,6,0.3125,0.3272236729013787
2027,6,0.375,0.2841859149630664
2027,6,0.4375,0.3380947328977391
2027,6,0.5,0.2917867046088393
2027,6,0.5625,0.33608005024473
2027,6,0.625,0.3361691857594318
2027,6,0.6875,0.33652608107466464
2027,6,0.75,0.3270954750880986
2027,6,0.8125,0.274453798097001
2027,6,0.875,0.2894584005117499
2027,6,0.9375,0.2917334634971457
2027,6,1.0,0.34114614148579686
2027,7,0.0625,0.5473921065977345
2027,7,0.125,0.4701254666918034
2027,7,0.1875,0.5065924093657579
2027,7,0.25,0.47341735989999006
2027,7,0.3125,0.5430984583250912
2027,7,0.375,0.5113002865834683
2027,7,0.4375,0.5574978640868534
2027,7,0.5,0.5129038623965021
2027,7,0.5625,0.5621720496146385
2027,7,0.625,0.559349522196888
2027,7,0.6875,0.5441437833898661
2027,7,0.75,0.5448483388371282
2027,7,0.8125,0.4696225511816078
2027,7,0.875,0.5115390432531216
2027,7,0.9375,0.5136414827169988
2027,7,1.0,0.5572951223330951
2027,8,0.0625,0.5709943473031889
2027,8,0.125,0.5593119164829417
2027,8,0.1875,0.5620235672789298
2027,8,0.25,0.5550372644633127
2027,8,0.3125,0.5905410150595175
2027,8,0.375,0.557857447537311
2027,8,0.4375,0.6016033123931195
2027,8,0.5,0.5598235470370518
2027,8,0.5625,0.6157059731262615
2027,8,0.625,0.6187166637266248
2027,8,0.6875,0.5823936517801146
2027,8,0.75,0.5994154218911375
2027,8,0.8125,0.5478020503307617
2027,8,0.875,0.5552881022875021
2027,8,0.9375,0.56005443931393
2027,8,1.0,0.6164297549331107
2027,9,0.0625,0.6581044094464946
2027,9,0.125,0.6528912209224396
2027,9,0.1875,0.6270868461182304
2027,9,0.25,0.6570794248676626
2027,9,0.3125,0.686894558758578
2027,9,0.375,0.6351798834093999
2027,9,0.4375,0.7207202607503843
2027,9,0.5,0.6017262884648288
2027,9,0.5625,0.7134557343217405
2027,9,0.625,0.7160167408853442
2027,9,0.6875,0.6424988364663162
2027,9,0.75,0.7083975772266516
2027,9,0.8125,0.5508865794903854
2027,9,0.875,0.5572509833288599
2027,9,0.9375,0.600807763441953
2027,9,1.0,0.7126438780994913
2027,10,0.0625,0.6987966886604358
2027,10,0.125,0.6714102900287824
2027,10,0.1875,0.6882881949590067
2027,10,0.25,0.6671931625980556
2027,10,0.3125,0.7159819091559648
2027,10,0.375,0.6853569526028116
2027,10,0.4375,0.7447949700929827
2027,10,0.5,0.6734447336247992
2027,10,0.5625,0.7449216947491815
2027,10,0.625,0.7449370150505015
2027,10,0.6875,0.7008219612441117
2027,10,0.75,0.7538459840569066
2027,10,0.8125,0.6467761050204073
2027,10,0.875,0.6582366216932399
2027,10,0.9375,0.6735564040424104
2027,10,1.0,0.742164347818119
2027,11,0.0625,0.6587866275243823
2027,11,0.125,0.68023522971546
2027,11,0.1875,0.6571016080007676
2027,11,0.25,0.6810056391357696
2027,11,0.3125,0.7330655249724274
2027,11,0.375,0.6699363896133003
2027,11,0.4375,0.7249260711666479
2027,11,0.5,0.6538405422215184
2027,11,0.5625,0.74658889257137
2027,11,0.625,0.7468827622871637
2027,11,0.6875,0.7053193037885486
2027,11,0.75,0.7409147905694251
2027,11,0.8125,0.6357925214681786
2027,11,0.875,0.6464189722501197
2027,11,0.9375,0.6537169831358152
2027,11,1.0,0.7380754291229636
2027,12,0.0625,0.59402861230006
2027,12,0.125,0.5954458100637245
2027,12,0.1875,0.5769783602133136
2027,12,0.25,0.6011486378988595
2027,12,0.3125,0.6343944981674714
2027,12,0.375,0.5820798276075494
2027,12,0.4375,0.6583048302639932
2027,12,0.5,0.5707028918288292
2027,12,0.5625,0.6466740379293017
2027,12,0.625,0.6478013991505325
2027,12,0.6875,0.6484063922326326
2027,12,0.75,0.6367281031293093
2027,12,0.8125,0.5613161899366281
2027,12,0.875,0.576088202015899
2027,12,0.9375,0.5701980200493415
2027,12,1.0,0.6693546661405366
2028,1,0.0625,0.5615928945402253
2028,1,0.125,0.5617648830322163
2028,1,0.1875,0.5538006214892053
2028,1,0.25,0.5639789913913479
2028,1,0.3125,0.5917289316408662
2028,1,0.375,0.5525448887263088
2028,1,0.4375,0.6039348024280419
2028,1,0.5,0.5530346370691022
2028,1,0.5625,0.5996345252692175
2028,1,0.625,0.6004624883695537
2028,1,0.6875,0.5984904218186686
2028,1,0.75,0.5947018658457122
2028,1,0.8125,0.5379603845275888
2028,1,0.875,0.5524013649760376
2028,1,0.9375,0.5535731744769578
2028,1,1.0,0.6096139367824043
2028,2,0.0625,0.49999666941923
2028,2,0.125,0.5136003751559588
2028,2,0.1875,0.49481220628849826
2028,2,0.25,0.5144964177702753
2028,2,0.3125,0.5374524125837267
2028,2,0.375,0.4979681181798232
2028,2,0.4375,0.5465646342566155
2028,2,0.5,0.49353329560044457
2028,2,0.5625,0.5449788102368542
2028,2,0.625,0.5451583337853273
2028,2,0.6875,0.5368927971956543
2028,2,0.75,0.5444571914540894
2028,2,0.8125,0.45129312500810315
2028,2,0.875,0.451164294547866
2028,2,0.9375,0.492860977464556
2028,2,1.0,0.5502313518921602
2028,3,0.0625,0.35770125554897625
2028,3,0.125,0.3706070468774934
2028,3,0.1875,0.35242544385428043
2028,3,0.25,0.374507015984538
2028,3,0.3125,0.4168938438097023
2028,3,0.375,0.3557800492631024
2028,3,0.4375,0.4157581381068482
2028,3,0.5,0.4032244238747196
2028,3,0.5625,0.4168606812320176
2028,3,0.625,0.4165474159624676
2028,3,0.6875,0.4611177537403104
2028,3,0.75,0.4218454361478159
2028,3,0.8125,0.4426911362080925
2028,3,0.875,0.44260784883100135
2028,3,0.9375,0.4042115897571685
2028,3,1.0,0.41353495302655724
2028,4,0.0625,0.281070114178053
2028,4,0.125,0.2820875563314711
2028,4,0.1875,0.270970615259113
2028,4,0.25,0.2844589697743966
2028,4,0.3125,0.34169111288708987
2028,4,0.375,0.26780260090876984
2028,4,0.4375,0.34096798703631137
2028,4,0.5,0.34842613414599655
2028,4,0.5625,0.3458584147066225
2028,4,0.625,0.346893274131469
2028,4,0.6875,0.3982106823585727
2028,4,0.75,0.358838368773097
2028,4,0.8125,0.3503035699773778
2028,4,0.875,0.3565209509828207
2028,4,0.9375,0.3470304861137824
2028,4,1.0,0.3447602287456374
